Al0.01Nb0.97O0.02,8.30
Al0.01V0.99,4.49
Al0.029Ti0.971,0.65
Al0.02Au0.92Ga0.06,0.16
Al0.02Au0.92In0.06,0.03
Al0.02V0.98,4.05
Al0.03Au0.92In0.05,0.04
Al0.03Ti0.81V0.16,5.10
Al0.046In0.151Sn0.803,4.38
Al0.04Au0.92Ga0.04,0.10
Al0.04Au0.92In0.04,0.06
Al0.04Nb0.895O0.06,7.10
Al0.04V0.96,3.31
Al0.053Ti0.947,0.70
Al0.0563Au0.92In0.0237,0.06
Al0.05Au0.92In0.03,0.07
Al0.05Au0.95,0.01
Al0.05Nb3Sn0.95,18.00
Al0.06Au0.92Ga0.02,0.09
Al0.06Au0.92In0.02,0.06
Al0.06V0.94,2.83
Al0.07Au0.92In0.01,0.08
Al0.08Au0.92,0.09
Al0.08V0.92,2.36
Al0.102Ti0.898,0.73
Al0.108V0.892,1.82
Al0.12V0.88,1.73
Al0.131Cr0.088V0.781,1.46
Al0.14Au0.86,0.39
Al0.152Sn0.848,3.68
Al0.175Nb0.775Zr0.05,10.00
Al0.18La0.82,4.65
Al0.1Be0.9,7.20
Al0.1Fe0.9Se0.85,8.50
Al0.1Ga0.9V3,13.90
Al0.1Si0.9V3,16.10
Al0.1V0.9,1.96
Al0.215Nb0.785,17.97
Al0.22La0.78,4.30
Al0.22Nb0.75Si0.3,19.20
Al0.23Nb0.75Zr0.013,18.30
Al0.245Nb0.725,18.40
Al0.25Fe0.75Se0.85,8.50
Al0.25La0.75,3.98
Al0.25V0.75,16.90
Al0.27La0.73,3.82
Al0.28Mg0.18,1.63
Al0.2B5Mo1.8,5.70
Al0.2La0.8,4.43
Al0.2Si0.8V3,15.70
Al0.32La0.68,3.23
Al0.33Ge0.67,1.75
Al0.33Nb0.67,13.50
Al0.39Mg0.61,1.50
Al0.3Be0.7,6.50
Al0.3Ga0.7V3,13.90
Al0.5Ga0.5Nb3,19.00
Al0.5Ga0.5V3,12.90
Al0.5Ge0.5Nb1,12.60
Al0.5Mo5S6Sn1,14.20
Al0.5Nb3Sn0.5,15.80
Al0.61Mg0.39,0.85
Al0.66Ge0.22Nb3.1,20.29
Al0.6Mg0.4,1.70
Al0.72Nb3.28,6.20
Al0.75Ge0.25Nb0.003,20.70
Al0.75Ge0.25Nb3,20.20
Al0.75Ge0.25Nb3.8,20.34
Al0.77Ge0.23Nb3,20.75
Al0.8Ge0.2Nb3,20.38
Al0.95B0.05Nb3,19.10
Al0.95Be0.05Nb3,19.60
Al0.95Li0.05,1.13
Al0.95Nb3Sb0.5,17.81
Al0.964Ge0.036,2.74
Al0.97Li0.03,1.05
Al0.992Zn0.008,1.13
Al0.997Er0.003,1.66
Al0.998Mn0.002,0.26
Al0.999Fe0.001,1.50
Al0.999Mn0.001,0.60
Al0.99Li0.01,1.07
Al0.9As0.05Ga0.05Nb3,19.20
Al0.9Ga0.1Nb3,17.70
Al0.9Ge0.1,6.45
Al0.9Ge0.1Nb3,18.90
Al0.9Li0.1,1.29
Al0.9Nb3Sb0.1,18.06
Al1,1.19
Al13Os3.2Ru0.8,4.00
Al13Os4,5.40
Al1Au4,0.55
Al1Ce0.0165La3,1.45
Al1Ce0.017La3,0.77
Al1Ce0.01La3,3.92
Al1Cr0.3Nb2.7,14.10
Al1Cu1,3.45
Al1Gd0.001La3,5.60
Al1Gd0.003La3,4.58
Al1Gd0.0065La3,2.79
Al1Ge1,5.50
Al1Ge1Nb3,19.50
Al1Ge2,1.75
Al1La3,6.00
Al1Mo3,0.58
Al1Mo6Pd1,2.10
Al1N1,1.55
Al1Nb1Sn1,17.45
Al1Nb2.1V0.9,12.50
Al1Nb2.7V0.3,15.40
Al1Nb2Ni1,4.20
Al1Os1,0.39
Al1Pb1,1.20
Al1Sb1,2.80
Al1Sc1Au2,4.40
Al1Sr2Ca1.4Y0.6Cu3O9.1,14.00
Al1Sr2Ca2Cu3O10.1,76.00
Al1Sr2Ca2Cu3O9.3,63.00
Al1Sr2Ca2Cu3O9.5,69.00
Al1Sr2Ca2Cu3O9.7,72.00
Al1Sr2Ca2Cu3O9.9,77.00
Al1Sr2Ca3Cu4O,110.00
Al1Sr2Ca5Cu5O,83.00
Al1Sr2Ho0.4Ca0.6Cu2O7,24.00
Al1Sr2Ho0.5Ca0.5Cu2O7.05,18.00
Al1Ta3,1.59
Al1V3,10.30
Al1Zr3,0.73
Al2.06Cu1,0.65
Al20.3V2,1.49
Al20.3V20,1.49
Al25Nb75,17.50
Al2Au1,0.10
Al2C1Mo3,9.05
Al2Ca1Si1,5.80
Al2Cu1,1.02
Al2Gd0.002La0.998,2.45
Al2Mg2,0.84
Al2N1Nb3,1.30
Al2Pt1,0.52
Al2Zr1,0.35
Al3Mg2,0.85
Al3Nb3,18.40
Al3Os1,5.90
Al3Tl1,0.75
Al3Yb1,0.94
Al5Re24,3.35
Al6Re1,1.85
Al99.925Mn0.075,0.70
As0.15Bi0.15Nb3Sn0.7,18.07
As0.15Ga0.15Nb3Sn0.7,18.01
As0.15In0.15Nb3Sn0.7,17.99
As0.15Nb3Pb0.15Sn0.7,18.05
As0.15Nb3Sn0.7Tl0.15,17.98
As0.15Nb3Sn0.85,17.98
As0.1P0.9,9.90
As0.25Se0.75Y1,0.78
As0.33In1Te0.67,0.85
As0.5In1Te0.5,0.44
As0.5Ni0.06Pd0.44,1.39
As1Bi1Pb1,9.00
As1Bi1Pb1Sb1,9.00
As1Cr1,1.84
As1Ge1,3.50
As1Ni0.12Pd0.88,1.39
As1Ni0.25Pd0.75,1.47
As1Pb1,8.40
As1Pd5,0.46
As1Rh1,0.58
As1Rh1.4,0.03
As1Sn1,3.75
As2Cd1Ge1,3.02
As2Cd1Sn1,2.29
As2Mo1,0.41
As2Pd5,0.46
As2Sn3,3.50
As2Te3,4.40
As2W1,0.90
As3La4,6.50
As3Pd5,24.76
As3Sn4,1.19
Au0.05Zr0.95,1.79
Au0.075Sb0.85Te0.075,4.50
Au0.07Zr0.93,2.52
Au0.098Pd0.02Ga2,1.51
Au0.125Sb0.75Te0.125,6.70
Au0.12Zr0.88,2.78
Au0.14Te0.86,1.70
Au0.15Sb0.85,8.10
Au0.15Te0.85,1.64
Au0.167Pd0.166Te0.667,4.60
Au0.16Te0.84,1.71
Au0.18Te0.82,1.56
Au0.1C1.3Y0.9,10.10
Au0.1Sb0.8Te0.1,6.00
Au0.1Sb0.9,7.50
Au0.1Zr0.9,2.78
Au0.22La0.78,3.40
Au0.22Nb0.78,7.60
Au0.22Te0.78,1.54
Au0.23V0.77,0.66
Au0.242Nb0.758,10.56
Au0.24La0.76,3.64
Au0.24Nb0.76,10.78
Au0.24Te0.76,1.72
Au0.25Nb0.75,11.10
Au0.25Te0.75,1.85
Au0.278Ga0.722,1.61
Au0.27Tl0.73,2.04
Au0.281Ga0.719,1.59
Au0.28Te0.72,1.96
Au0.293Ga0.707,1.63
Au0.2B5Mo1.8,4.50
Au0.2Ga0.8,1.59
Au0.2La0.8,3.97
Au0.2Nb0.8,6.45
Au0.2Pd1.8In1Y1,1.24
Au0.2Sb0.6Te0.2,6.60
Au0.2Sn0.8,2.38
Au0.2Te0.8,1.48
Au0.328Ga0.672,1.67
Au0.332Te0.668,1.89
Au0.33La0.67,3.20
Au0.35Te0.65,1.58
Au0.374Te0.626,1.30
Au0.388Ga0.612,1.35
Au0.3Pd0.033Te0.666,2.60
Au0.3Te0.7,1.99
Au0.41Ge0.59,2.20
Au0.427Ga0.573,1.38
Au0.499Ga0.501,1.17
Au0.4Ge0.6,0.32
Au0.5Ge0.5,3.60
Au0.5Rh0.4Ti0.91,3.00
Au0.635Ge0.205Yb0.16,0.33
Au0.64Ge0.22Yb0.14,0.66
Au0.65Pt0.35Te2,4.10
Au0.7Nb3Pt0.3,12.50
Au0.835Sn0.165,0.59
Au0.845Sn0.155,0.53
Au0.84In0.16,0.04
Au0.855Sn0.145,0.43
Au0.85Pd0.15Ga2,1.79
Au0.865Sn0.135,0.43
Au0.875Sn0.125,0.33
Au0.885Sn0.115,0.21
Au0.8In0.2,0.28
Au0.915In0.085,0.03
Au0.91In0.09,0.04
Au0.92Ga0.02In0.06,0.04
Au0.92Ga0.04In0.04,0.07
Au0.92Ga0.068In0.012,0.14
Au0.92Ga0.06In0.02,0.13
Au0.92Ga0.08,0.17
Au0.92In0.08,0.02
Au0.93In0.07,0.02
Au0.93Pd0.07Ga2,1.77
Au0.94In0.06,0.01
Au0.95Ga0.05,0.03
Au0.95Pd0.5Ga2,1.75
Au0.95Sn0.05,0.05
Au0.976Pd0.024Ga2,1.56
Au0.978In0.022,0.00
Au0.988Pd0.012Ga2,1.25
Au0.98Pd0.02Ga2,1.51
Au0.9Ga0.1,0.26
Au0.9In0.1,0.06
Au1.3Pd0.7In1Y1,2.68
Au1.6Pd0.4In1Y1,2.64
Au1.8Pd0.2In1Y1,2.27
Au16.7Pd16.6Te66.7,4.60
Au1Ga1,1.20
Au1Ga2,1.14
Au1Ga40Mo8,9.40
Au1Ge1,2.70
Au1In1,0.50
Au1In2,0.22
Au1Lu1,0.37
Au1Pb2,3.76
Au1Pb3,4.33
Au1Pd1In1Y1,2.30
Au1Sb2,0.58
Au1Sc1,2.00
Au1Sn1,1.25
Au1Ta4.3,0.51
Au1Te2,2.05
Au1Tl1,1.92
Au1Tl2,4.25
Au1Zn3,1.25
Au1Zr3,0.92
Au22La78,3.93
Au25Sb75,6.70
Au2Bi1,1.77
Au2In1Y1,1.74
Au30Pd3.3Te66.6,2.60
Au3Te5,1.62
Au5Ba1,0.40
Au5Ca1,0.34
Au5Sn1,0.90
Au63.5Ge20.5Yb16,0.36
Au64Ge22Yb14,0.68
B0.015C0.985,12.00
B0.039C0.961Si1,1.40
B0.03C0.51Mo0.47,12.50
B0.048C0.952,6.60
B0.057Si0.943,0.34
B0.3Ru0.7,2.58
B0.65C0.35Ba1.4Sr0.6Ca2Cu3O,119.60
B0.67Mg0.33,6.10
B0.69Mg0.31,5.70
B0.6C0.4Sr0.5Ba1.5Ca2Cu3O9,119.00
B0.7C0.3Ba1.5Sr0.5Ca2Cu3O,117.65
B0.978C0.022Si1,1.35
B1,8.50
B105,1.50
B12Li1.7,7.05
B12Li2.5,6.62
B12Lu1,0.43
B12Sc1,0.39
B12Y1,4.70
B12Yb0.01Zr0.99,4.40
B12Zr1,5.96
B1C1Mo2,5.40
B1Hf1,3.10
B1I3,1.86
B1Mo1,0.50
B1Mo1.5Ta0.5,1.81
B1Mo1.75Ta0.25,3.05
B1Mo1Re1,5.09
B1Mo2,5.85
B1Nb1,8.25
B1Re2,3.70
B1Re3,4.75
B1Sr2Ca2Cu3O5,75.00
B1Sr2Ca2Cu3O9,75.00
B1Sr2Ca3Cu4O11,110.00
B1Sr2Ca3Cu4O5,110.00
B1Sr2Ca4Cu5O13,85.00
B1Sr2Ca4Cu5O5,85.00
B1Ta0.5W1.5,1.94
B1Ta1,4.00
B1Ta1.5W0.5,0.25
B1Ta2,3.12
B1W1.26Re0.74,5.10
B1W2,3.20
B1Zr1,3.10
B2.03Nb1,5.26
B2.1Nb1,7.45
B2.26Nb1,9.20
B2.32Nb1,9.80
B2.34Nb1,9.16
B2.4Nb1,9.96
B2.5Mo1,7.78
B2.5Nb1,6.40
B2.6Nb1,10.90
B2.75Be1,0.76
B2.8C97.2,4.00
B2.8Nb1,9.96
B2Mg0.5,36.00
B2Mg0.6,36.90
B2Mg0.7,37.20
B2Mg0.8,38.00
B2Mg0.9,38.20
B2Mg0.98,38.40
B2Mg0.988Sc0.012,41.40
B2Nb0.3,6.10
B2Nb0.4,6.57
B2Nb0.5,7.56
B2Nb0.6,8.04
B2Nb0.7,7.96
B2Nb0.8,4.55
B2Nb0.83,9.77
B2Nb0.84,9.10
B2Nb0.9,3.64
B2Os1,2.12
B2Re1,6.30
B2Ru1,1.60
B2Ta1,9.50
B2Zr1,5.50
B3Be1.09,0.72
B3Mo6S8Sn1,15.00
B3Nb1,9.96
B3Re7,3.19
B3Ru7,2.98
B5Hf0.2Mo1.8,8.40
B5Hf0.2Nb1.8,3.60
B5Mo0.2Nb1.8,4.30
B5Mo1.69Zr0.31,11.20
B5Mo1.7Nb0.3,8.30
B5Mo1.7Ta0.3,7.00
B5Mo1.7Ti0.3,7.10
B5Mo1.7V0.3,5.50
B5Mo1.8Sc0.2,8.80
B5Mo1.9Y0.1,8.00
B5Mo1.9Zr0.1,8.90
B5Nb1.8Ru0.2,6.00
B5Nb1.8V0.2,2.50
B5Nb1.8Zr0.2,5.90
B5Nb1.9Sc0.1,6.60
B5Nb1.9Ti0.1,4.00
B5Nb1.9Y0.1,9.30
B6Nd1,3.00
B6Y1,6.61
B6Y6,7.50
Ba0.13O3W1,1.90
Ba0.13W1P3,1.90
Ba0.14O3W1,1.73
Ba0.15La1.85Cu1O4,28.00
Ba0.19K0.81Bi1O3,8.40
Ba0.1Fe0.9Se0.85,10.60
Ba0.1K0.9Fe2As2,6.93
Ba0.1La1.9Ag0.05Cu0.95O4,27.00
Ba0.1La1.9Ag0.1Cu0.9O4,26.50
Ba0.1La1.9Ag0.25Cu0.75O4,26.00
Ba0.1La1.9Ag0.5Cu0.5O4,27.00
Ba0.1La1.9Cu1O4,19.00
Ba0.1Na0.9Fe2As2,18.40
Ba0.1Pb3Sr0.9,1.75
Ba0.1Sr0.9Ti1O3,0.10
Ba0.25Nb1O2,18.05
Ba0.2K0.8Fe2As2,12.80
Ba0.2La1.8Cu1O4,29.00
Ba0.2Mo1S2,5.70
Ba0.2Na0.8Fe2As2,19.20
Ba0.33Hf1N1Cl1,20.20
Ba0.33K0.67Bi1O3,0.77
Ba0.34K0.66Bi1O3,7.00
Ba0.35K0.65Bi1O3,1.88
Ba0.37K0.63Bi1O2.952,8.71
Ba0.39K0.61Fe2As2,24.50
Ba0.3K0.7Fe2As2,19.70
Ba0.3La1.7Cu1O4,23.00
Ba0.3La1.7Hg0.15Cu0.85O4,28.00
Ba0.3La1.7Hg0.3Cu0.7O4,26.00
Ba0.3Na0.7Fe2As2,24.20
Ba0.445K0.555Bi1O3,15.50
Ba0.45K0.55Bi1O2.83,18.95
Ba0.45K0.55Bi1O3,12.70
Ba0.46K0.56Bi1O2.965,14.80
Ba0.47K0.53Bi0.965Pr0.035O3,2.97
Ba0.47K0.53Bi0.972Pr0.028O3,4.00
Ba0.47K0.53Bi0.979Pr0.021O3,4.50
Ba0.47K0.53Bi0.985Pr0.015O3,5.20
Ba0.47K0.53Bi0.995Pr0.005O3,9.00
Ba0.47K0.53Bi0.99Pr0.01O3,6.40
Ba0.47K0.53Bi1O3,11.00
Ba0.48K0.52Bi1O2.9,21.10
Ba0.49K0.51Fe1.79Co0.21As2,15.00
Ba0.4K0.6Bi1O3,7.20
Ba0.4K0.6Fe2As2,29.70
Ba0.4K0.6O3,7.00
Ba0.4Na0.6Fe2As2,28.70
Ba0.511K0.489Fe1.772Co0.228As2,22.00
Ba0.51K0.49Bi1O2.974,22.20
Ba0.51K0.49Bi1O3,17.20
Ba0.525K0.475Bi1O2.917,25.90
Ba0.52K0.48Bi1O2.93,20.60
Ba0.52K0.48Bi1O3,18.70
Ba0.542K0.458Bi1O3,23.10
Ba0.54K0.46Bi1O3,19.00
Ba0.553K0.447Bi1O3,25.50
Ba0.557K0.443Bi1O3,25.00
Ba0.55K0.45Bi1O3,24.05
Ba0.55K0.45Fe1.95Co0.05As2,32.50
Ba0.55K0.45Fe2As2,29.63
Ba0.575K0.425Bi1O3,27.30
Ba0.57K0.43Bi1O2.983,25.60
Ba0.57K0.43Bi1O3,21.20
Ba0.584K0.416Bi1O3,28.80
Ba0.595K0.405Bi1O3,31.20
Ba0.59K0.41Bi1O2.96,20.40
Ba0.59K0.41Bi1O3,31.00
Ba0.59K0.41Fe2As2,36.90
Ba0.5K0.5Bi1O3,19.63
Ba0.5K0.5Fe1.7Co0.3As2,13.56
Ba0.5K0.5Fe1.7Ni0.3As2,5.10
Ba0.5K0.5Fe1.7Zn0.3As2,7.86
Ba0.5K0.5Fe1.84Zn0.16As2,34.20
Ba0.5K0.5Fe1.88Zn0.12As2,33.50
Ba0.5K0.5Fe1.8Co0.2As2,19.95
Ba0.5K0.5Fe1.8Cu0.2As2,11.83
Ba0.5K0.5Fe1.8Ni0.2As2,11.10
Ba0.5K0.5Fe1.8Ru0.2As2,36.50
Ba0.5K0.5Fe1.8Zn0.2As2,26.30
Ba0.5K0.5Fe1.92Mn0.08As2,15.00
Ba0.5K0.5Fe1.92Zn0.08As2,34.30
Ba0.5K0.5Fe1.96Mn0.04As2,25.85
Ba0.5K0.5Fe1.9Co0.1As2,30.31
Ba0.5K0.5Fe1.9Cu0.1As2,22.29
Ba0.5K0.5Fe1.9Mn0.1As2,9.53
Ba0.5K0.5Fe1.9Ni0.1As2,26.75
Ba0.5K0.5Fe1.9Ru0.1As2,37.14
Ba0.5K0.5Fe1.9Zn0.1As2,30.15
Ba0.5K0.5Fe2As2,35.48
Ba0.5K0.5Fe2As2O1,36.00
Ba0.5La1.5Cu1O4,23.00
Ba0.5Na0.5Fe2As2,32.80
Ba0.5Nb1O2,19.75
Ba0.613K0.387Bi1O3,30.70
Ba0.61K0.39Bi1O3,31.50
Ba0.625K0.375Bi1O3,29.40
Ba0.62K0.38Bi1O3,25.50
Ba0.62K0.38Bi1O3.1,29.50
Ba0.635K0.365Bi1O3,30.40
Ba0.63K0.37Bi1O3,29.48
Ba0.63K0.37Fe2As2,39.00
Ba0.644K0.356Bi1O3,29.00
Ba0.64K0.34Fe2As2,39.00
Ba0.64K0.36Bi1O3,28.50
Ba0.64K0.36Fe2As2,25.60
Ba0.64Na0.36Fe2As2,31.00
Ba0.65K0.35Bi1O2.984,27.90
Ba0.65K0.35Bi1O2.99,18.70
Ba0.65K0.35Bi1O3,28.73
Ba0.65K0.35Fe2As2,38.00
Ba0.65Na0.35Fe2As2,31.25
Ba0.65Rb0.35Fe2As2,35.80
Ba0.663K0.337Fe2As2,38.00
Ba0.665K0.335Bi1O2.985,27.30
Ba0.66K0.34Bi1O3,28.10
Ba0.66K0.34Fe1.8Co0.2As2,19.00
Ba0.677K0.323Fe2As2,37.00
Ba0.67Pt3B2,5.60
Ba0.68K0.32Fe1.954Co0.046As2,35.00
Ba0.68K0.32Fe2As2,37.75
Ba0.68Na0.32Fe2As2,23.80
Ba0.694K0.306Fe1.826Co0.174As2,18.00
Ba0.698Na0.302Fe2As2,18.00
Ba0.6K0.4Bi0.5Pb0.5O3,7.20
Ba0.6K0.4Bi0.6Pb0.4O3,9.20
Ba0.6K0.4Bi0.7Pb0.3O3,11.30
Ba0.6K0.4Bi0.8Pb0.2O3,14.70
Ba0.6K0.4Bi0.925Pr0.075O3,4.50
Ba0.6K0.4Bi0.933Pr0.067O3,11.10
Ba0.6K0.4Bi0.955Pr0.045O3,14.40
Ba0.6K0.4Bi0.969Pr0.031O3,18.40
Ba0.6K0.4Bi0.979Pr0.021O3,23.50
Ba0.6K0.4Bi0.99Pr0.01O3,26.40
Ba0.6K0.4Bi0.9Pb0.1O3,21.50
Ba0.6K0.4Bi1O2.926,27.60
Ba0.6K0.4Bi1O2.977,29.00
Ba0.6K0.4Bi1O3,28.39
Ba0.6K0.4Fe2As2,36.22
Ba0.6K0.4O3,30.70
Ba0.6Na0.4Fe2As2,33.85
Ba0.6Rb0.4Bi1O3,29.00
Ba0.6Rb0.4Fe2As2,34.00
Ba0.6Rb0.4Ti2Sb2O1,5.71
Ba0.72K0.28Fe2As2,33.55
Ba0.737K0.263Fe2As2,24.00
Ba0.74K0.26Fe2As2,32.00
Ba0.75K0.25Fe2As2,28.40
Ba0.75Na0.25Ti2Sb2O1,5.02
Ba0.76K0.24Bi1O3,28.00
Ba0.76K0.24Fe2As2,26.00
Ba0.76La0.24Fe2As2,5.02
Ba0.76Na0.24Fe2As2,15.90
Ba0.779Na0.221Fe2As2,8.00
Ba0.77K0.23Bi1O3,28.00
Ba0.77K0.23Fe2As2,20.25
Ba0.788K0.212Fe2As2,19.00
Ba0.78K0.22Fe2As2,23.50
Ba0.797K0.203Fe2As2,17.00
Ba0.79K0.21Fe2As2,18.00
Ba0.7K0.3Bi0.7Pb0.3O3,14.60
Ba0.7K0.3Bi1O3,29.90
Ba0.7K0.3Fe1.66Co0.34As2,12.00
Ba0.7K0.3Fe1.72Co0.28As2,12.00
Ba0.7K0.3Fe2As2,36.95
Ba0.7K0.6Bi1O3,29.35
Ba0.7K0.75Bi1O,29.00
Ba0.7Na0.3Fe2As2,23.80
Ba0.7Rb0.3Fe2As2,36.90
Ba0.7Rb0.3Ti2Sb2O1,5.93
Ba0.805K0.195Fe1.738Co0.262As2,14.00
Ba0.805K0.195Fe2As2,15.00
Ba0.812K0.188Fe2As2,13.00
Ba0.816K0.184Fe2As2,12.00
Ba0.818Na0.182Fe2As2,6.40
Ba0.81K0.19Fe2As2,14.00
Ba0.823K0.177Fe2As2,10.00
Ba0.825K0.175Fe2As2,10.00
Ba0.82K0.18Bi0.53Pb0.47,22.80
Ba0.82K0.18Fe1.654Co0.346As2,11.00
Ba0.82K0.18Fe2As2,10.50
Ba0.82La0.18Fe2As2,14.80
Ba0.82Pr0.18Fe2As2,6.20
Ba0.833K0.167Fe2As2,7.00
Ba0.83K0.17Bi1O3,20.00
Ba0.83K0.17Fe2As2,8.00
Ba0.84K0.16Fe2As2,6.42
Ba0.84Rb0.1Sn0.09Fe2As2,22.60
Ba0.85Ce0.15Fe2As2,13.40
Ba0.85K0.15Ti2Sb2O1,5.86
Ba0.85Na0.15Fe2As2,5.30
Ba0.85Na0.15Ti2Sb2O1,5.11
Ba0.86K0.14Fe1.68Co0.32As2,11.00
Ba0.86La0.14Fe2As2,22.70
Ba0.87Nd0.13Fe2As2,4.76
Ba0.88K0.12Fe2As2,10.00
Ba0.88K0.12Ti2Sb2O1,6.10
Ba0.88La0.12Fe2As2,22.40
Ba0.8Fe2Se2,39.00
Ba0.8K0.2Bi0.3Pb0.7O3,7.20
Ba0.8K0.2Ti2Sb2O1,3.00
Ba0.8Na0.2Fe2As2,11.80
Ba0.8Rb0.2Ti2Sb2O1,6.19
Ba0.91Ce0.09Fe2As2,4.12
Ba0.91La0.09Fe2As2,7.76
Ba0.95K0.05Fe1.782Co0.212As2,16.00
Ba0.95K0.05Ti2Sb2O1,4.25
Ba0.95Na0.05Ti2Sb2O1,3.14
Ba0.95Rb0.05Ti2Sb2O1,4.25
Ba0.96K0.04Ti2Sb2O1,3.88
Ba0.9K0.1Bi0.3Pb0.7O3,9.30
Ba0.9K0.1Bi0.4Pb0.6O3,11.30
Ba0.9K0.1Fe2As2,5.25
Ba0.9K0.1Pb1O3,30.00
Ba0.9K0.1Ti2Sb2O1,5.13
Ba0.9K0.24Bi1O3,22.00
Ba0.9K0.2Bi1O3,20.00
Ba0.9Na0.1Ti2Sb2O1,4.24
Ba0.9Rb0.1Fe2As2,23.30
Ba0.9Rb0.1Ti2Sb2O1,5.33
Ba0.9Rb0.2Bi1O3,15.00
Ba0.9Yb0.1Fe2As2,20.00
Ba1.12Sr0.88Cu1.1C0.9O4.9,35.00
Ba1.1Sr0.9Cu1.1C0.9O4.9,26.00
Ba1.2Sr0.8Yb1Cu3O6,78.50
Ba1.2Sr0.8Yb1Cu3O6.61,36.70
Ba1.34Eu2Ce0.66Cu3O8.96,15.00
Ba1.34Eu2Ce0.66Cu3O9,62.00
Ba1.34Eu2Ce0.66Cu3O9.02,25.00
Ba1.4Sr0.6Yb1Cu3O6,77.90
Ba1.4Sr0.6Yb1Cu3O6.66,43.10
Ba1.6Sr0.4Yb0.65Ca0.35Cu2O6.4,61.00
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.04,50.00
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.15,49.00
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.28,51.00
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.45,73.00
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.52,79.00
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.53,78.00
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.63,77.00
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.04,47.00
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.14,46.50
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.25,53.00
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.36,75.00
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.61,76.00
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6,22.00
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,24.00
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,34.00
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.51,66.00
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.68,74.00
Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,41.00
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,19.00
